,Unnamed: 0,company,description,salary,title,remote,city,state
1489,1489,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1490,1490,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1491,1491,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1492,1492,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1493,1493,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1494,1494,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1495,1495,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1496,1496,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1497,1497,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1498,1498,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1499,1499,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1500,1500,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1501,1501,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1502,1502,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1503,1503,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1504,1504,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1505,1505,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1506,1506,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1507,1507,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1508,1508,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1509,1509,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1510,1510,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1511,1511,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
1512,1512,Institute for Accountable Care,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a variety…,"$90,000 - $130,000 a year",Healthcare Analyst/Statistical Programmer,yes,Remote,
1513,1513,Mission Lane,To use distributed computing systems like Spark and Snowflake to manipulate data. You practice solid fundamentals with software engineering (test-driven…,,Principal Data Scientist (open to remote),no,Richmond,VA
1514,1514,Owlet Baby Care,"Manage, mentor and grow a data team that includes data engineering, data operations, business analysis and data science functions.",,Director of Data & Analytics,yes,Remote,
1515,1515,Abercrombie and Fitch Co.,"Primary objectives are to monetize our customer data platform for personalized messaging, conduct in-depth customer analyses, help understand our omni-channel…",,Jr. Data Scientist,no,Columbus,OH
1516,1516,The Walt Disney Company (Corporate),Answer business questions using cloud data and cloud data analysis tooling. Understanding of data sovereignty and data localization and how they impact…,,Staff Data Scientist,no,Seattle,WA
1517,1517,HP,Minimum 5+ years experience in digital media analytics and data science role. A successful candidate will lead and develop the data scientists and analysts to…,,Global Head Search and Marketing Returns Analytics,no,Alpharetta,GA
1518,1518,"Fiserv, Inc.",The QA teams primary testing coverage includes functional and regression testing of our Gateway Services products. Oversee the writing of test cases/scripts.,,Technology Analyst Program - Quality Assurance Testing,no,Alpharetta,GA
1519,1519,Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",$26 - $50 an hour,Research Assistant/Data Analyst,no,Santa Monica,CA
1520,1520,GalaxE.Solutions,Use gathered data to analyze test results and trends. Experienced Data quality analysis to interpret data and analyze the results.,,Data QA Analyst,no,Whippany,NJ
1521,1521,Adidas,Contributes to exploration and experimentation in data visualization. Applies standard methods to collect and analyze quantitative and qualitative data.,,Senior Manager Data Science,no,Portland,OR
1522,1522,Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting of…,"$70,700 - $117,900 a year",Senior Statistical Programmer (Sr. Associate),no,Collegeville,PA
