,Unnamed: 0,title,salary,description,remote,city,state
1183,1183,Applied Research Scientist,,"To ensure that teams are able to overlap in their working hours and to meet face-to-face when needed, all team members need to live within three hours of a hub.",yes,San Francisco,CA
1184,1184,Mathematician,,"The Mathematician job role involves evaluating mathematical models for electronic slot machines, casino table games, internet casino games and lotteries.",no,Las Vegas,NV
1185,1185,Data Scientist,,"Data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics.0–4 years of experience in the field.",no,Tysons,VA
1186,1186,Data Science,,"You will work closely with other data scientists, engineers and partners across Marketing, Sales and R&D to derive insights from diverse data sources, help the…",no,Pleasanton,CA
1187,1187,Data Analyst,,"Experience with data analytics software including Python or R.Responsibilities includes analyzing large and complex data sets, including a thorough aptitude…",no,Washington,DC
1188,1188,Machine Learning,,"Are analytical and data driven.You possess strong computer science fundamentals: data structures, algorithms, programming languages, distributed systems, and…",no,San Francisco,CA
1189,1189,Data Analyst,,"Degree in applied mathematics, statistics, data science, computer science or related field is preferred.Interface with product, sourcing, data science and…",no,Kirkland,WA
1190,1190,Machine Learning,,"This role is for a a highly experienced and dynamic technical leader with outstanding client-facing skills, who takes an active technical leadership role on…",yes,Remote,
1191,1191,Data Science,,We are seeking qualified applicants possessing current knowledge and teaching experience in all aspects of Data Analytics and Data Science including: Data…,yes,Irvine,CA
1192,1192,Principal Consumable Failure Analysis Engineer,,"Experience or strong desire to learn statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.",no,Santa Clara,CA
1193,1193,Statistician Intermediate,,"This position involves a wide range of tasks including data management, programming and statistical analysis using both existing data and newly-collected data.",no,Ann Arbor,MI
1194,1194,Data Analytics Fellow,,You will be involved with researching administrative and auxiliary data sources to enhance the transportation data.U.S. Department of Transportation (DOT).,no,Washington,DC
1195,1195,MS +2 years of experience,,"SimSan Global Solutions, Inc. has job openings for the position of Computer and Information Research Scientist with a Master’s Degree in Data Science and at…",no,Irving,TX
1196,1196,Principal Scientist - Computational Protein Scientist,,"The goal is to apply the most effective computational methods, including structural modeling, machine learning, and data science techniques to advance our…",no,Thousand Oaks,CA
1197,1197,Decision Analytics Consultant,,"Lead project task execution by ensuring progress, organizing project data and coordinating team meetings;Alternately, candidates may possess a PhD in marketing…",no,Boston,MA
1198,1198,Data Scientist,,"Mentor complex projects using wide breadth of data sciences and advanced techniques.Lead large scale projects that utilize online & offline data, structured &…",no,Philadelphia,PA
1199,1199,Data Scientist,,"5+ years of data science experience in business setting including collaborating with business partners to understand problems, gather business requirements,…",no,Woonsocket,RI
1200,1200,Data Engineer,,"4+ years' experience as a software engineering using Python, C+ and have data engineering experience in Python.Very good understand of GCP Architecture.",no,Arlington Heights,IL
1201,1201,Senior Deep Learning Engineer,,"Experience building large scale data processing pipelines.Investigate innovative machine learning, artificial intelligence and statistic techniques for health…",no,Gaithersburg,MD
1202,1202,USDi Network Engineer/Architect,,Coordinate with the DoD and National Agencies introducing new technologies and data dissemination and archival concepts relevant to the AISR mission.,no,Pentagon,DC
1203,1203,Data Scientist,,3 years of experience in data science or advanced analytics in industry.The primary purpose of this role is to provide advanced analytical capabilities to…,no,Charlotte,NC
1204,1204,Data Science,,This program provides students with the advanced education necessary to draw insights from real data and apply analytical skills to solve practical problems.,no,San Jose,CA
1205,1205,AI Consultant 3,,"The investments we are making will help the company create innovative digital banking experiences, and make it easier for customers to achieve their financial…",no,San Francisco,CA
1206,1206,Data Analyst,,"3+ years of analytical experience in consulting, data analytics, data science, or machine learning and predictive analytics.",no,San Francisco,CA
1207,1207,Data Analyst,,"An interest or some experience in data science and machine learning is a plus!Analyze experiment data, communicate results, and drive decisions.",no,Reston,VA
1208,1208,Data Scientist,,"Experience with distributed data analysis and large-scale data visualization (PySpark/dask, EMR).Develop an efficient infrastructure for large scale analysis…",no,Pasadena,CA
1209,1209,Data Science,,Excellent technical skills to turn big data in Hadoop into impactful insights.To be successful in this role:5+ years of experience in analytics/data…,no,San Francisco,CA
1210,1210,Data Analyst,"$103,690 - $159,286 a year","Applicants must have (1) year of specialized experience equivalent to the GS-12 level using data analysis tools (sql, python, R, etc) to build and execute data…",no,Washington,DC
1211,1211,Data Scientist,,"Conduct exploratory data analysis from complex, disparate data sources to recognize patterns, and identify member performance improvement opportunities.",no,United States,
1212,1212,Data Analyst,,Experience with data lakes and data warehousing.Manage data requests in JIRA and summarizes data findings and processes in JIRA and Confluence for internal…,no,San Francisco,CA
1213,1213,Data Science,,"Knowledge of popular data science frameworks, tools and approaches (Python, R, Machine Learning).Build tools and provide technical guidance for a team of data…",yes,Chicago,IL
1214,1214,Data Science,,"7+ years of data science experience or equivalent.You will assemble a team to leverage a unique set of skills, including, data engineering, analytics, data…",no,San Francisco,CA
1215,1215,Data Scientist,,"Experience with big data and big data platforms.Researching and exploring data sources, working with data and systems experts to understand the data and what…",no,Maplewood,MN
1216,1216,Data Scientist,,"Experience with eCommerce data analysis is a plus.Strong presentation skills, with the ability to translate data into business insights.",yes,Los Angeles,CA
1217,1217,Data Analyst,,"Drive the collection of new data and the refinement of existing data resources.Identify trends, performance, safety, and productivity opportunities by applying…",no,Homewood,IL
1218,1218,Data Science,,"Ability to manipulate data in a fast-paced environment to gather quick insights, visualize the data and generate interactive reports and dashboards for the team…",no,Kohler,WI
1219,1219,JPMWM - Quant Analytics - Data & Analytics - Sr. Associate,,"We have unified data and analytics talent across the firm and encompass a variety of disciplines including data science, reporting, quantitative analytics, and…",no,Columbus,OH
